Index,Compound,CAS,T_half_air_days,SOURCE,Entry,CID,INCHI,INCHIKEY,Canonical_smiles
516,Chloropyrifos,2921-88-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",516.0,2730,"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3",SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl
517,"benzene, propyl-",103-65-1,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",517.0,7668,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3",ODLMAHJVESYWTB-UHFFFAOYSA-N,CCCc1ccccc1
518,"benzene, 1,2,4-trimethyl-",95-36-3|95-63-6,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",518.0,7247,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",GWHJZXXIDMPWGX-UHFFFAOYSA-N,Cc1ccc(C)c(C)c1
519,"benzene, 1,3,5-trimethyl-",108-67-8|19121-63-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",519.0,7947,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3",AUHZEENZYGFFBQ-UHFFFAOYSA-N,Cc1cc(C)cc(C)c1
520,"benzene, 1,2,3-trimethyl-",25551-13-7|526-73-8,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",520.0,10686,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3",FYGHSUNMUKGBRK-UHFFFAOYSA-N,Cc1cccc(C)c1C
521,iso-propylbenzene,NA,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",521.0,NA,NA,NA,NA
522,"carbamothioic acid, dipropyl-, s-ethyl ester",759-94-4,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",522.0,12968,"InChI=1S/C9H19NOS/c1-4-7-10(8-5-2)9(11)12-6-3/h4-8H2,1-3H3",GUVLYNGULCJVDO-UHFFFAOYSA-N,CCCN(CCC)C(=O)SCC
523,quinoline,15793-82-5|15793-83-6|15793-84-7|15793-85-8|15793-86-9|15793-87-0|31177-31-8|54978-41-5|91-22-5,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",523.0,7047,InChI=1S/C9H7N/c1-2-6-9-8(4-1)5-3-7-10-9/h1-7H,SMWDFEZZVXVKRB-UHFFFAOYSA-N,c1ccc2ncccc2c1
524,Captan,133-06-2,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",524.0,8606,"InChI=1S/C9H8Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-2,5-6H,3-4H2",LDVVMCZRFWMZSG-UHFFFAOYSA-N,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl
525,trichlorofluoromethane,75-69-4,708.333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",525.0,6389,"InChI=1S/CCl3F/c2-1(3,4)5",CYRMSUTZVYGINF-UHFFFAOYSA-N,FC(Cl)(Cl)Cl
526,Chloropicrin,76-06-2,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",526.0,6423,"InChI=1S/CCl3NO2/c2-1(3,4)5(6)7",LFHISGNCFUNFFM-UHFFFAOYSA-N,O=[N+]([O-])C(Cl)(Cl)Cl
527,"methane, bromochloro-",13590-47-1|74-97-5,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",527.0,6333,InChI=1S/CH2BrCl/c2-1-3/h1H2,JPOXNPPZZKNXOV-UHFFFAOYSA-N,ClCBr
528,"methane, dichloro-",75-09-2,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",528.0,6344,InChI=1S/CH2Cl2/c2-1-3/h1H2,YMWUJEATGCHHMB-UHFFFAOYSA-N,ClCCl
529,formic acid,64-18-6|82069-14-5,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",529.0,284,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)",BDAGIHXWWSANSR-UHFFFAOYSA-N,O=CO
530,methanol,170082-17-4|67-56-1,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",530.0,887,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,CO
531,tribromomethane,4471-18-5|75-25-2,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",531.0,5558,InChI=1S/CHBr3/c2-1(3)4/h1H,DIKBFYAXUHHXCS-UHFFFAOYSA-N,BrC(Br)Br
532,"methane, bromodichloro-",75-27-4,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",532.0,6359,InChI=1S/CHBrCl2/c2-1(3)4/h1H,FMWLUWPQPKEARP-UHFFFAOYSA-N,ClC(Cl)Br
533,"methane, trichloro-",67-66-3,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",533.0,6212,InChI=1S/CHCl3/c2-1(3)4/h1H,HEDRZPFGACZZDS-UHFFFAOYSA-N,ClC(Cl)Cl
534,decachlorobiphenyl(pcb209),NA,2291.66666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",534.0,NA,NA,NA,NA
535,"1,1'-biphenyl(pcb0)",NA,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",535.0,NA,NA,NA,NA
536,pcb180,35065-29-3,110.625,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",536.0,37036,InChI=1S/C12H3Cl7/c13-6-3-8(15)7(14)1-4(6)5-2-9(16)11(18)12(19)10(5)17/h1-3H,WBHQEUPUMONIKF-UHFFFAOYSA-N,Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
537,pcb-155,56558-19-1,229.166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",537.0,3080840,"InChI=1S/C12H5Cl5O2/c13-4-1-5(14)9(6(15)2-4)10-7(16)3-8(18)12(19)11(10)17/h1-3,18-19H",KANUWPHIYYUYHT-UHFFFAOYSA-N,Oc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1O
538,"pcb-153(2,2',4,4',5,5'-hexachlorobiphenyl)",NA,229.166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",538.0,NA,NA,NA,NA
539,pcb101,37680-73-2,36.875,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",539.0,37807,InChI=1S/C12H5Cl5/c13-6-1-2-9(14)7(3-6)8-4-11(16)12(17)5-10(8)15/h1-5H,LAHWLEDBADHJGA-UHFFFAOYSA-N,Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1
540,"pcb-52(2,2',5,5'-tetrachlorobiphenyl)",NA,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",540.0,NA,NA,NA,NA
541,"pcb-77(3,3',4,4'-tetrachlorobiphenyl)",NA,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",541.0,NA,NA,NA,NA
542,"2,3,4-trichlorobiphenyl  (PCB 21)",NA,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",542.0,NA,NA,NA,NA
543,pcb28,7012-37-5,10.625,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",543.0,23448,InChI=1S/C12H7Cl3/c13-9-3-1-8(2-4-9)11-6-5-10(14)7-12(11)15/h1-7H,BZTYNSQSZHARAZ-UHFFFAOYSA-N,Clc1ccc(-c2ccc(Cl)cc2Cl)cc1
544,"1,4,5-trimethylnapthalene",NA,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",544.0,NA,NA,NA,NA
545,"o,p'dde",NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",545.0,NA,NA,NA,NA
546,"p, p' - DDT",NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",546.0,NA,NA,NA,NA
547,benzaanthracene,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",547.0,NA,NA,NA,NA
548,benzoapyrene,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",548.0,NA,NA,NA,NA
549,di-(2-ethylhexyl)-phthalate(dehp),NA,2.29166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",549.0,NA,NA,NA,NA
550,tetrachloroethylene,127-18-4|25135-99-3,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",550.0,31373,InChI=1S/C2Cl4/c3-1(4)2(5)6,CYTYCFOTNPOANT-UHFFFAOYSA-N,ClC(Cl)=C(Cl)Cl
551,"propane,2,2'-oxybis1-chloro-",NA,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",551.0,NA,NA,NA,NA
552,benzyldehyde,NA,0.208333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",552.0,NA,NA,NA,NA
553,benzobthiophene,NA,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",553.0,NA,NA,NA,NA
554,tetrachlorometane,NA,708.333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",554.0,NA,NA,NA,NA
555,"1,2,3,4,7,8-Hexachlorodibenzofuran",55684-94-1|70648-26-9,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",555.0,51130,InChI=1S/C12H2Cl6O/c13-4-1-3-6(2-5(4)14)19-12-7(3)8(15)9(16)10(17)11(12)18/h1-2H,LVYBAQIVPKCOEE-UHFFFAOYSA-N,Clc1cc2oc3c(Cl)c(Cl)c(Cl)c(Cl)c3c2cc1Cl
556,"1,2,3,4,7,8-Hexachlorodibenzo-P-dioxin",34465-46-8|39227-28-6,22.9166666666667,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",556.0,38251,InChI=1S/C12H2Cl6O2/c13-3-1-5-6(2-4(3)14)20-12-10(18)8(16)7(15)9(17)11(12)19-5/h1-2H,WCYYQNSQJHPVMG-UHFFFAOYSA-N,Clc1cc2c(cc1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2
557,"1,3,6,8-Tetrachlorodibenzo-P-dioxin",33423-92-6,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",557.0,36474,InChI=1S/C12H4Cl4O2/c13-5-1-7(15)11-9(3-5)18-12-8(16)2-6(14)4-10(12)17-11/h1-4H,OTQFXRBLGNEOGH-UHFFFAOYSA-N,Clc1cc(Cl)c2c(c1)Oc1c(Cl)cc(Cl)cc1O2
558,"2,3,3',4',5'-pentachlorobiphenyl",76842-07-4,70.8333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",558.0,91728,InChI=1S/C12H5Cl5/c13-8-3-1-2-7(11(8)16)6-4-9(14)12(17)10(15)5-6/h1-5H,GWOWBISZHLPYEK-UHFFFAOYSA-N,Clc1cc(-c2cccc(Cl)c2Cl)cc(Cl)c1Cl
559,bis(2-chloroisopropyl)ether,39638-32-9,0.708333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",559.0,38307,"InChI=1S/C6H12Cl2O/c1-5(2,7)9-6(3,4)8/h1-4H3",BULHJTXRZFEUDQ-UHFFFAOYSA-N,CC(C)(Cl)OC(C)(C)Cl
560,"2,3,5-trichlorophenol",933-78-8,7.08333333333333,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",560.0,13619,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(9)5(10)2-3/h1-2,10H",WWGQHTJIFOQAOC-UHFFFAOYSA-N,Oc1cc(Cl)cc(Cl)c1Cl
561,p-cresol,106-44-5|2876-02-0,0.25,", DOI: Khan et al.,2020, Journal of Hazardous Materials, 382, 121035, DOI https://doi.org/10.1016/j.jhazmat.2019.121035",561.0,2879,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1
